8a7eb93373039233bb65fa8033f534b45e9cf872,DELETE,regular-file,public/.DS_Store,12292,
279ed9b3ff5df94397975639c545eab9c727b67b,DELETE,executable,public/fonts/Exo2-Black.ttf,109776,
f2e7788eea9b8849c6db015bb8bb2e797a48c261,DELETE,executable,public/fonts/Exo2-BlackItalic.ttf,111492,
5e0913ffa962635d067b771327eaee6b081e7b2c,DELETE,executable,public/fonts/Exo2-Bold.ttf,109136,
88bd51e2fda8aa53e56d95f5326b5751679ae532,DELETE,executable,public/fonts/Exo2-BoldItalic.ttf,111056,
49f0b491d9e3e5581aac064ce8f3134ba5302488,DELETE,executable,public/fonts/Exo2-ExtraBold.ttf,110068,
341f70bf56ad8f2df640ca8a7bd9592978d21364,DELETE,executable,public/fonts/Exo2-ExtraBoldItalic.ttf,113468,
e4c3bf678c65e887a1dbf7f50b18ab827894af87,DELETE,executable,public/fonts/Exo2-ExtraLight.ttf,106856,
3bb665f5b9bfc121e598072a87b4d20fde694415,DELETE,executable,public/fonts/Exo2-ExtraLightItalic.ttf,110208,
383e3b0ecd65ac01a11a697ce026839dc68bc3c9,DELETE,executable,public/fonts/Exo2-Italic.ttf,111136,
252b905999169e39032e218753f327ea286c4fe9,DELETE,executable,public/fonts/Exo2-Light.ttf,104148,
3c418de0d5fbcef59f55f2c6f7104b82c22c63fc,DELETE,executable,public/fonts/Exo2-LightItalic.ttf,108544,
13701a4a240377de9925bc316b9e8b6a77b78b6f,DELETE,executable,public/fonts/Exo2-Medium.ttf,107196,
c82f7e12354d2f3258868549617ea6052724ac23,DELETE,executable,public/fonts/Exo2-MediumItalic.ttf,111380,
8e09f6fb433ac45cb49feaa8d796939459a80d3f,DELETE,executable,public/fonts/Exo2-Regular.ttf,106380,
0ba419b0a5a389b468b30d3b76c5dae5ee840864,DELETE,executable,public/fonts/Exo2-SemiBold.ttf,108868,
7c4faef40daf5129a4773ea82050a777f5435223,DELETE,executable,public/fonts/Exo2-SemiBoldItalic.ttf,111204,
fbadc0fbe152aa08151a8508d24e1b41c6ed98e2,DELETE,executable,public/fonts/Exo2-Thin.ttf,101776,
900b0663915347fe36d4d92ac1a3074545196dbc,DELETE,executable,public/fonts/Exo2-ThinItalic.ttf,111284,
2ceaf63a3281450969d30f3f256e19940a32cfaa,DELETE,executable,public/fonts/Raleway-Bold.ttf,128248,
308e5c1bbac00030a2bf61d8f1b5789a113d0cf4,DELETE,executable,public/fonts/Raleway-ExtraBold.ttf,125136,
281a001983af7cd405be32acea233c22d3ebb00f,DELETE,executable,public/fonts/Raleway-ExtraLight.ttf,122400,
84743186edff366340a2e3450392756e2f5d51e5,DELETE,executable,public/fonts/Raleway-Heavy.ttf,129520,
8b1d26065fcffefbc51e29d35d30d167f24f6352,DELETE,executable,public/fonts/Raleway-Light.ttf,132200,
127cdaa5862c4a3450353b9e5c3f8c5367c607c9,DELETE,executable,public/fonts/Raleway-Medium.ttf,129308,
252cad14a6c1179cf373ed30d79ece6510743ae1,DELETE,executable,public/fonts/Raleway-Regular.ttf,130128,
64b54a77a3a9024b6df392b4fc87a0235acf70f8,DELETE,executable,public/fonts/Raleway-SemiBold.ttf,130880,
26d16e483fa2b1d9f735bfb1baaba7cafafe8441,DELETE,executable,public/fonts/Raleway-Thin.ttf,123940,
3d12f03f00b2c0f23b93b8796ee47dedc9a776dc,DELETE,regular-file,public/fonts/fonts.zip,1354385,
ce86d87c50ce3c2631888093566a10d3494bc083,DELETE,regular-file,public/javascripts/app/directives.js,13131,
8ab4fd9203800ee85de88f3d19b21ff5bab4faf1,DELETE,regular-file,public/javascripts/lib/.DS_Store,12292,
50954d227eb2dedfcd8647798b469ad6a2b26765,DELETE,regular-file,public/javascripts/lib/4REAL.js,343350,
863724bcfc885c799a72a3c4538a8f83cd8a7675,DELETE,regular-file,public/javascripts/lib/angular-animate/angular-animate.js,70341,
c7e777608e44ddd8cbb15ae4485af0e564af6e79,DELETE,regular-file,public/javascripts/lib/angular-animate/angular-animate.min.js.map,27202,
4464eae2c9330f2057649ba4130c1fed95d6a8fd,DELETE,regular-file,public/javascripts/lib/angular-moment/tests.js,14514,
cffd28a23fe95bf5687d12b40f2935d22735bdc3,DELETE,regular-file,public/javascripts/lib/angular-route/angular-route.js,31941,
197110e881e1f890be3e343713a618a62e44d963,DELETE,regular-file,public/javascripts/lib/angular/angular.js,726311,
0ba64ea111f515d7b822e582c9f1cf0374268fdd,DELETE,regular-file,public/javascripts/lib/angular/angular.min.js,99983,
e9a5d9ebdaf2bd6bea60766b0d67ff9aacb1a119,DELETE,regular-file,public/javascripts/lib/angular/angular.min.js.gzip,36880,
84daa2a3806a79ac1a7f42d1fa50e18d064d350e,DELETE,regular-file,public/javascripts/lib/angular/angular.min.js.map,269737,
b0cb637255cba7f904fd858b6a53e7452e1270af,DELETE,regular-file,public/javascripts/lib/d3/d3.js,326113,
8cfc9ef3f4917b76800f6783d33197cd8d618f33,DELETE,regular-file,public/javascripts/lib/d3/d3.min.js,146804,
048cff973981e8dd4ed8e73c4ca532ffcf02e1e8,DELETE,regular-file,public/javascripts/lib/font-awesome/css/font-awesome.css,21658,
449d6ac551a286a868c5f102b303dbf2ac527552,DELETE,regular-file,public/javascripts/lib/font-awesome/css/font-awesome.min.css,17780,
8b0f54e47e1d356dcf1496942a50e228e0f1ee14,DELETE,regular-file,public/javascripts/lib/font-awesome/fonts/FontAwesome.otf,62856,
7c79c6a6bc9a128a2a8eaffbe49a4338625fdbc2,DELETE,executable,public/javascripts/lib/font-awesome/fonts/fontawesome-webfont.eot,38205,
45fdf33830123533459b17fbbf91735489fd6bd8,DELETE,executable,public/javascripts/lib/font-awesome/fonts/fontawesome-webfont.svg,202148,
e89738de5eaf8fca33a2f2cdc5cb4929caa62b71,DELETE,executable,public/javascripts/lib/font-awesome/fonts/fontawesome-webfont.ttf,80652,
8c1748aab7a790d510fb3f42a8a8971d96efa79d,DELETE,executable,public/javascripts/lib/font-awesome/fonts/fontawesome-webfont.woff,44432,
bf0f856fcbb74df3c3b800bef071e08b5e248cf0,DELETE,regular-file,public/javascripts/lib/font-awesome/less/icons.less,26173,
f40a555f09f267bf61bf9a44ff5b0a3b0f0b60b2,DELETE,regular-file,public/javascripts/lib/font-awesome/less/variables.less,10661,
7490cf36116ebc6ae6f4a94fec16e3875c2f58cf,DELETE,regular-file,public/javascripts/lib/font-awesome/scss/_icons.scss,26582,
2d6e076a70fa2989e41a83b371e28d65d651eb33,DELETE,regular-file,public/javascripts/lib/font-awesome/scss/_variables.scss,10723,
6366f58ce0c1d459245f0291389f3d99f4b37648,DELETE,regular-file,public/javascripts/lib/moment-timezone/min/moment-timezone.min.js,11161,
2d91f34987ec7ef8a03b25c305a09198205f2c30,DELETE,regular-file,public/javascripts/lib/moment-timezone/moment-timezone.js,11412,
c7f03817980590d2ee23a53fc9025cc3c27e1812,DELETE,regular-file,public/javascripts/lib/moment-timezone/moment-timezone.json,175011,
8296814bd77121294fdaf5d8761f875f263429b4,DELETE,regular-file,public/javascripts/lib/moment/min/langs.js,213125,
98acb4871fa7c8deba82c69b35cc7264ae58be06,DELETE,regular-file,public/javascripts/lib/moment/min/langs.min.js,105308,
0a0d0ee52f2414b5d74ada8f23b5163e1e7e7059,DELETE,regular-file,public/javascripts/lib/moment/min/moment-with-langs.js,272860,
c20044712f045aad30b7b8e72aa475957882acb3,DELETE,regular-file,public/javascripts/lib/moment/min/moment-with-langs.min.js,122254,
29e1cef97a407ad776704f4df216a8774191ec10,DELETE,regular-file,public/javascripts/lib/moment/min/moment.min.js,26049,
b79da7f26046089dd79458076a9629a7b34d2560,DELETE,regular-file,public/javascripts/lib/moment/moment.js,77207,
ae685ba4084c23a0011a618e588bef0050761a4e,DELETE,regular-file,public/javascripts/lib/moment/readme.md,11948,
8296814bd77121294fdaf5d8761f875f263429b4,DELETE,regular-file,public/javascripts/lib/momentjs/min/langs.js,213125,
98acb4871fa7c8deba82c69b35cc7264ae58be06,DELETE,regular-file,public/javascripts/lib/momentjs/min/langs.min.js,105308,
0a0d0ee52f2414b5d74ada8f23b5163e1e7e7059,DELETE,regular-file,public/javascripts/lib/momentjs/min/moment-with-langs.js,272860,
c20044712f045aad30b7b8e72aa475957882acb3,DELETE,regular-file,public/javascripts/lib/momentjs/min/moment-with-langs.min.js,122254,
29e1cef97a407ad776704f4df216a8774191ec10,DELETE,regular-file,public/javascripts/lib/momentjs/min/moment.min.js,26049,
b79da7f26046089dd79458076a9629a7b34d2560,DELETE,regular-file,public/javascripts/lib/momentjs/moment.js,77207,
ae685ba4084c23a0011a618e588bef0050761a4e,DELETE,regular-file,public/javascripts/lib/momentjs/readme.md,11948,
c1969432ae866863143242cb5fc60dfba31f14e7,DELETE,regular-file,public/javascripts/lib/water/lightgl.js,69752,
8809292aa29f9ccd4b941872c46eda1a1c3422df,DELETE,regular-file,public/javascripts/lib/water/renderer.js,19816,
ae1067c4c6bb49648be858f4d4b42a9fd960af6f,DELETE,regular-file,public/javascripts/src/directives.coffee,10243,
5404095d6e1b1fa5123b9da1e3e800638e503593,DELETE,regular-file,public/stylesheets/main.css,28770,
